"tidspunkt"	"lufttryk"	"temperatur"	"luftfugtighed"
"20.12.2015 20:40:00"	994.18	8.74	80.1
"20.12.2015 22:40:00"	994.5	8.44	82.2
"21.12.2015 00:40:00"	994.61	8.66	81.3
"21.12.2015 02:40:00"	994.07	8.74	81.8
"21.12.2015 04:40:00"	994.06	9.25	81.4
"21.12.2015 06:40:00"	994.43	9.15	83.6
"21.12.2015 08:40:00"	995.62	8.6	91.2
"21.12.2015 10:40:00"	995.93	8.13	92.9
"21.12.2015 12:40:00"	995.81	9.21	80.3
"21.12.2015 14:40:00"	995.14	9.58	75.4
"21.12.2015 16:40:00"	995.44	8.42	78.4
"21.12.2015 18:40:00"	995.5	8.28	76.4
"21.12.2015 20:40:00"	995.01	9.41	71.8
"21.12.2015 22:40:00"	994.33	9.63	71.3
"22.12.2015 00:40:00"	995.3	9.82	74.8
"22.12.2015 02:40:00"	996.08	10.61	74.6
"22.12.2015 04:40:00"	996.54	10.53	74.5
"22.12.2015 06:40:00"	997.31	10.02	78.9
"22.12.2015 08:40:00"	998.08	10.19	78.5
"22.12.2015 10:40:00"	997.44	10.44	79.1
"22.12.2015 12:40:00"	996.71	11.48	77.9
"22.12.2015 14:40:00"	996.84	11.99	75.3
"22.12.2015 16:40:00"	996.52	11.43	75.3
"22.12.2015 18:40:00"	995.95	11.8	67.91
"22.12.2015 20:40:00"	995.69	11.56	64.38
"22.12.2015 22:40:00"	995.47	11.61	62.83
"23.12.2015 00:40:00"	995.51	10.82	60.42
"23.12.2015 02:40:00"	995.06	10.41	58.8
"23.12.2015 04:40:00"	994.4	9.65	65.49
"23.12.2015 06:40:00"	994.73	9.7	67.43
"23.12.2015 08:40:00"	995.47	9.3	72.1
"23.12.2015 10:40:00"	997.39	10.63	73.6
"23.12.2015 12:40:00"	998.42	10.7	75.8
"23.12.2015 14:40:00"	998.63	11.04	74.9
"23.12.2015 16:40:00"	1000.41	9.68	73.6
"23.12.2015 18:40:00"	1001.7	8.26	79.5
"23.12.2015 20:40:00"	1002.31	6.9	83.5
"23.12.2015 22:40:00"	1002.67	5.65	89
"24.12.2015 00:40:00"	1002.49	5.24	90.5
"24.12.2015 02:40:00"	1001.86	3.9	94.1
"24.12.2015 04:40:00"	1000.87	2.79	96.3
"24.12.2015 06:40:00"	999.93	1.99	96.4
"24.12.2015 08:40:00"	999.47	1.09	95.3
"24.12.2015 10:40:00"	999.12	6.96	88.7
"24.12.2015 12:40:00"	997.44	8.8	81.7
"24.12.2015 14:40:00"	996.42	9.63	80.1
"24.12.2015 16:40:00"	995.99	10.41	75.9
"24.12.2015 18:40:00"	996.07	10.02	74.9
"24.12.2015 20:40:00"	996.1	9.87	75.9
"24.12.2015 22:40:00"	995.76	10.84	71.6
"25.12.2015 00:40:00"	996.79	11.07	70.3
"25.12.2015 02:40:00"	997.42	10.12	74.5
"25.12.2015 04:40:00"	997.96	11.12	72.8
"25.12.2015 06:40:00"	999.67	10.54	76.3
"25.12.2015 08:40:00"	1001.28	8.48	84.7
"25.12.2015 10:40:00"	1001.96	9.54	78.7
"25.12.2015 12:40:00"	1001.55	9.65	84
"25.12.2015 14:40:00"	1000.91	9.92	86.6
"25.12.2015 16:40:00"	1000.88	9.59	90.7
"25.12.2015 18:40:00"	1000.9	10.45	86.3
"25.12.2015 20:40:00"	1000.23	11.14	80.7
"25.12.2015 22:40:00"	1000.07	11.49	77.6
"26.12.2015 00:40:00"	999.85	11.95	77
"26.12.2015 02:40:00"	999.77	11.95	76.7
"26.12.2015 04:40:00"	999.97	11.89	75.4
"26.12.2015 06:40:00"	999.59	11.6	74.7
"26.12.2015 08:40:00"	999.32	11.06	75.5
"26.12.2015 10:40:00"	999.71	12.35	71.2
"26.12.2015 12:40:00"	998.94	13.7	66.46
"26.12.2015 14:40:00"	998.65	14.51	63.33
"26.12.2015 16:40:00"	998.85	12.79	68.14
"26.12.2015 18:40:00"	999.09	12.07	70.2
"26.12.2015 20:40:00"	999.44	11.32	70.7
"26.12.2015 22:40:00"	999.31	10.44	73.3
"27.12.2015 00:40:00"	999.94	9.88	75.9
"27.12.2015 02:40:00"	999.69	8.04	82.9
"27.12.2015 04:40:00"	999.55	6.87	87.6
"27.12.2015 06:40:00"	999.56	7.06	86.1
"27.12.2015 08:40:00"	999.92	7.29	84.8
"27.12.2015 10:40:00"	1000.19	8.59	79.6
"27.12.2015 12:40:00"	1000.33	11.56	65.38
"27.12.2015 14:40:00"	1000	11.88	62.97
"27.12.2015 16:40:00"	1000.53	10.55	69.03
"27.12.2015 18:40:00"	1001.58	8.71	77.7
"27.12.2015 20:40:00"	1002.25	8.76	78.8
"27.12.2015 22:40:00"	1002.71	9.64	75.8
"28.12.2015 00:40:00"	1003.09	8.39	79.7
"28.12.2015 02:40:00"	1003.48	7.89	82.3
"28.12.2015 04:40:00"	1004	6.11	87.3
"28.12.2015 06:40:00"	1004.36	3.73	94.3
"28.12.2015 08:40:00"	1004.52	3.12	95
"28.12.2015 10:40:00"	1004.85	4.42	89
"28.12.2015 12:40:00"	1004.07	7.47	79.7
"28.12.2015 14:40:00"	1003.12	9.54	72.6
"28.12.2015 16:40:00"	1002.87	8.13	79.1
"28.12.2015 18:40:00"	1002.91	5.7	89.4
"28.12.2015 20:40:00"	1002.89	3.7	95.2
"28.12.2015 22:40:00"	1002.54	2.25	96.9
"29.12.2015 00:40:00"	1002.27	0.62	98.3
"29.12.2015 02:40:00"	1001.64	0.57	98.6
"29.12.2015 04:40:00"	1001.28	0.78	98.9
"29.12.2015 06:40:00"	1001.2	1.23	99.1
"29.12.2015 08:40:00"	1001.53	1.15	99
"29.12.2015 10:40:00"	1001.21	3.22	99.5
"29.12.2015 12:40:00"	1000.86	5.93	97.8
"29.12.2015 14:40:00"	1001.22	8.94	83.5
"29.12.2015 16:40:00"	1002.49	7.25	84.3
"29.12.2015 18:40:00"	1003.08	5.23	90.3
"29.12.2015 20:40:00"	1003.87	3.69	93.8
"29.12.2015 22:40:00"	1004.83	3.59	94.5
"30.12.2015 00:40:00"	1005.51	0.23	96.6
"30.12.2015 02:40:00"	1005.68	-0.29	98.3
"30.12.2015 04:40:00"	1005.37	0.36	99.1
"30.12.2015 06:40:00"	1004.84	1.59	98.8
"30.12.2015 08:40:00"	1004.8	2.8	99.1
"30.12.2015 10:40:00"	1004.91	3.93	85.3
"30.12.2015 12:40:00"	1003.66	4.6	69.56
"30.12.2015 14:40:00"	1002.42	5.49	65.56
"30.12.2015 16:40:00"	1001.64	3.21	72.4
"30.12.2015 18:40:00"	1000.56	1.65	75.6
"30.12.2015 20:40:00"	999.56	0.5	78.4
"30.12.2015 22:40:00"	998.29	-0.33	78.6
"31.12.2015 00:40:00"	996.69	-0.6	70.2
"31.12.2015 02:40:00"	996.04	0.06	59.7
"31.12.2015 04:40:00"	995.2	-0.22	59.66
"31.12.2015 06:40:00"	995.22	-0.53	58.91
"31.12.2015 08:40:00"	995.5	-0.26	57.53
"31.12.2015 10:40:00"	996.2	2.12	52.47
"31.12.2015 12:40:00"	996.14	2.73	55.52
"31.12.2015 14:40:00"	996.99	2.15	72.6
"31.12.2015 16:40:00"	998.24	0.85	92.4
"31.12.2015 18:40:00"	998.65	1	96.1
"31.12.2015 20:40:00"	998.96	1.01	96.5
"31.12.2015 22:40:00"	998.94	0.09	97
"01.01.2016 00:40:00"	999.09	-0.05	96.8
"01.01.2016 02:40:00"	999.32	-1.57	96.4
"01.01.2016 04:40:00"	999.66	-2.14	97.9
"01.01.2016 06:40:00"	999.65	-1.55	98.2
"01.01.2016 08:40:00"	1000.04	-1.35	98.2
"01.01.2016 10:40:00"	1000.6	-0.78	98
"01.01.2016 12:40:00"	999.62	1.25	96.2
"01.01.2016 14:40:00"	999.09	2.15	95.9
"01.01.2016 16:40:00"	999.2	2.36	92.8
"01.01.2016 18:40:00"	998.86	1.01	94.9
"01.01.2016 20:40:00"	997.66	1.16	96.1
"01.01.2016 22:40:00"	996.45	1.33	94
"02.01.2016 00:40:00"	995.24	-0.14	93.3
"02.01.2016 02:40:00"	994.27	-0.66	93.8
"02.01.2016 04:40:00"	993.31	-1.46	95.3
"02.01.2016 06:40:00"	992.52	-1.62	96.3
"02.01.2016 08:40:00"	992.13	-1.99	94.8
"02.01.2016 10:40:00"	991.75	-1.8	94
"02.01.2016 12:40:00"	990.85	-0.76	90.7
"02.01.2016 14:40:00"	989.68	-0.43	89.7
"02.01.2016 16:40:00"	989.67	-0.32	89.6
"02.01.2016 18:40:00"	989.33	-0.32	90.9
"02.01.2016 20:40:00"	989.33	0.32	86
"02.01.2016 22:40:00"	989.52	-1.96	91.6
"03.01.2016 00:40:00"	989.15	-2.8	91.1
"03.01.2016 02:40:00"	988.89	-2.87	91.2
"03.01.2016 04:40:00"	988.31	-2.24	90.4
"03.01.2016 06:40:00"	987.91	-2.03	91.7
"03.01.2016 08:40:00"	987.31	-1.8	94.2
"03.01.2016 10:40:00"	986.55	-1.27	84.2
"03.01.2016 12:40:00"	984.56	-0.23	77.2
"03.01.2016 14:40:00"	982.74	-0.3	74
"03.01.2016 16:40:00"	981.68	-0.85	76.4
"03.01.2016 18:40:00"	979.84	-1.28	77.7
"03.01.2016 20:40:00"	977.76	-1.4	77.7
"03.01.2016 22:40:00"	975.49	-1.83	78.7
"04.01.2016 00:40:00"	973.28	-2.16	79.1
"04.01.2016 02:40:00"	971.31	-2.6	81.8
"04.01.2016 04:40:00"	969.74	-2.77	77.4
"04.01.2016 06:40:00"	968.17	-3	76.2
"04.01.2016 08:40:00"	967.69	-3.86	91.1
"04.01.2016 10:40:00"	967.65	-3.12	89.5
"04.01.2016 12:40:00"	966.9	-2.17	84.4
"04.01.2016 14:40:00"	966.54	-1.12	80.9
"04.01.2016 16:40:00"	966.91	-1.54	93.8
"04.01.2016 18:40:00"	966.87	-1.2	90
"04.01.2016 20:40:00"	967.28	-0.65	88.1
"04.01.2016 22:40:00"	967.56	-0.74	91.6
"05.01.2016 00:40:00"	968.1	-1	94.3
"05.01.2016 02:40:00"	968.22	-1.27	96.5
"05.01.2016 04:40:00"	968.07	-1.42	96.7
"05.01.2016 06:40:00"	968.42	-1.87	96.3
"05.01.2016 08:40:00"	968.83	-2.02	95.7
"05.01.2016 10:40:00"	969.91	-1.56	94.2
"05.01.2016 12:40:00"	970.1	-1.27	92.9
"05.01.2016 14:40:00"	970.06	-1.2	92
"05.01.2016 16:40:00"	971.15	-1.59	92.6
"05.01.2016 18:40:00"	971.7	-2.21	94.1
"05.01.2016 20:40:00"	972.26	-2.46	93.3
"05.01.2016 22:40:00"	972.8	-2.93	93.5
"06.01.2016 00:40:00"	972.68	-2.99	94.2
"06.01.2016 02:40:00"	973.19	-4.29	94.3
"06.01.2016 04:40:00"	973.4	-4.51	93.8
"06.01.2016 06:40:00"	973.94	-4.55	93.1
"06.01.2016 08:40:00"	974.61	-4.56	92.7
"06.01.2016 10:40:00"	975.42	-4.88	92.1
"06.01.2016 12:40:00"	975.18	-4.25	90.7
"06.01.2016 14:40:00"	975.36	-3.94	90.1
"06.01.2016 16:40:00"	975.87	-4.35	91.1
"06.01.2016 18:40:00"	976.26	-4.65	92.6
"06.01.2016 20:40:00"	976.78	-4.8	93.7
"06.01.2016 22:40:00"	976.49	-4.53	93.4
"07.01.2016 00:40:00"	976.62	-4.8	93.8
"07.01.2016 02:40:00"	976.75	-4.4	93.1
"07.01.2016 04:40:00"	976.6	-4.2	92.6
"07.01.2016 06:40:00"	976.11	-3.82	93.9
"07.01.2016 08:40:00"	975.72	-3.18	95.1
"07.01.2016 10:40:00"	974.86	-1.51	91.1
"07.01.2016 12:40:00"	972.36	1.78	79.9
"07.01.2016 14:40:00"	970.93	1.85	82.4
"07.01.2016 16:40:00"	970.31	3.25	83.1
"07.01.2016 18:40:00"	970.02	2.42	86.8
"07.01.2016 20:40:00"	969.61	2.57	88.2
"07.01.2016 22:40:00"	968.9	3.47	84.4
"08.01.2016 00:40:00"	970.07	4.67	82
"08.01.2016 02:40:00"	972.97	4.76	71.3
"08.01.2016 04:40:00"	973.94	4.04	68.39
"08.01.2016 06:40:00"	975.1	3.97	65.66
"08.01.2016 08:40:00"	976.56	3.51	67.01
"08.01.2016 10:40:00"	977.2	4.94	61.69
"08.01.2016 12:40:00"	977.07	6.01	57.64
"08.01.2016 14:40:00"	977.01	6.5	56.08
"08.01.2016 16:40:00"	977.67	4.75	64.39
"08.01.2016 18:40:00"	978.93	2.6	74.9
"08.01.2016 20:40:00"	979.79	1.13	82.7
"08.01.2016 22:40:00"	979.65	-0.63	88.1
"09.01.2016 00:40:00"	979.49	-2.14	92.5
"09.01.2016 02:40:00"	979.83	-2.46	95
"09.01.2016 04:40:00"	979.33	-2.55	94
"09.01.2016 06:40:00"	978.81	-3.22	95.3
"09.01.2016 08:40:00"	978.94	-3.16	95.1
"09.01.2016 10:40:00"	978.96	-1.85	92.7
"09.01.2016 12:40:00"	977.88	1.55	84.4
"09.01.2016 14:40:00"	977.47	2.6	85.1
"09.01.2016 16:40:00"	977.42	2.11	88.9
"09.01.2016 18:40:00"	976.89	0.69	94
"09.01.2016 20:40:00"	976.54	0.34	96.4
"09.01.2016 22:40:00"	975.49	1.47	95.7
"10.01.2016 00:40:00"	974.92	2.59	91.7
"10.01.2016 02:40:00"	973.63	2.09	94
"10.01.2016 04:40:00"	972.28	1.22	96.6
"10.01.2016 06:40:00"	971.01	1.25	97.4
"10.01.2016 08:40:00"	970.32	2.61	93.2
"10.01.2016 10:40:00"	970.53	3.47	91.1
"10.01.2016 12:40:00"	970.04	6.52	79.8
"10.01.2016 14:40:00"	970.24	7.69	72.6
"10.01.2016 16:40:00"	970.44	5.61	76.8
"10.01.2016 18:40:00"	969.85	4.68	80.2
"10.01.2016 20:40:00"	969.39	4.21	83.1
"10.01.2016 22:40:00"	969.19	4.4	93
"11.01.2016 00:40:00"	968.74	3.82	94.4
"11.01.2016 02:40:00"	968.85	3.58	92.7
"11.01.2016 04:40:00"	968.75	3.8	91.8
"11.01.2016 06:40:00"	967.98	3.1	94.2
"11.01.2016 08:40:00"	966.94	3.01	94.5
"11.01.2016 10:40:00"	966.92	3.16	94.8
"11.01.2016 12:40:00"	965.18	4.74	91
"11.01.2016 14:40:00"	964.08	4.98	92.5
"11.01.2016 16:40:00"	963.33	3.98	95.7
"11.01.2016 18:40:00"	962.88	3.39	94.2
"11.01.2016 20:40:00"	962.5	3.25	95.2
"11.01.2016 22:40:00"	962.42	3.25	92.6
"12.01.2016 00:40:00"	962.58	4.25	88.5
"12.01.2016 02:40:00"	963.43	4.4	88.5
"12.01.2016 04:40:00"	964.13	4.23	88.1
"12.01.2016 06:40:00"	965.15	3.76	88.5
"12.01.2016 08:40:00"	966.72	3.79	88.3
"12.01.2016 10:40:00"	968.42	4.95	82.8
"12.01.2016 12:40:00"	969.59	6.52	67.72
"12.01.2016 14:40:00"	970.11	7.24	67.43
"12.01.2016 16:40:00"	971.73	4.87	75.5
"12.01.2016 18:40:00"	972.52	2.98	82.5
"12.01.2016 20:40:00"	973.03	3.71	79.3
"12.01.2016 22:40:00"	973.4	3.42	81.6
"13.01.2016 00:40:00"	974.12	3.03	81.2
"13.01.2016 02:40:00"	974.27	3.62	80.7
"13.01.2016 04:40:00"	973.91	3.45	80.3
"13.01.2016 06:40:00"	973.63	3.99	79
"13.01.2016 08:40:00"	974.66	1.8	92.1
"13.01.2016 10:40:00"	977.41	4.21	84.7
"13.01.2016 12:40:00"	979.74	4.5	84
"13.01.2016 14:40:00"	982.42	3.82	82
"13.01.2016 16:40:00"	985.23	3.76	74.7
"13.01.2016 18:40:00"	987.34	3.43	76.2
"13.01.2016 20:40:00"	987.77	1.7	84.3
"13.01.2016 22:40:00"	987.93	1.3	89
"14.01.2016 00:40:00"	988.12	2.67	85.9
"14.01.2016 02:40:00"	988.27	1.77	81.9
"14.01.2016 04:40:00"	987.44	1.86	81.1
"14.01.2016 06:40:00"	986.79	0.84	81.6
"14.01.2016 08:40:00"	986.2	-0.08	85.9
"14.01.2016 10:40:00"	985.13	1.63	79.7
"14.01.2016 12:40:00"	983.14	4.12	61.57
"14.01.2016 14:40:00"	981.09	3.41	68.31
"14.01.2016 16:40:00"	980.04	2.86	73.1
"14.01.2016 18:40:00"	978.89	1.58	80.4
"14.01.2016 20:40:00"	978.44	2.25	77.2
"14.01.2016 22:40:00"	978.21	1.4	84.5
"15.01.2016 00:40:00"	978.19	0.96	83.4
"15.01.2016 02:40:00"	977.82	0.75	87
"15.01.2016 04:40:00"	977.33	1.51	85.2
"15.01.2016 06:40:00"	977.4	1.13	84
"15.01.2016 08:40:00"	977.7	1.45	82.9
"15.01.2016 10:40:00"	978.16	1.69	84.3
"15.01.2016 12:40:00"	978.84	2.03	87.4
"15.01.2016 14:40:00"	979.6	0.81	92.4
"15.01.2016 16:40:00"	981.37	0.45	96.8
"15.01.2016 18:40:00"	983.32	0.38	95
"15.01.2016 20:40:00"	985.36	0.15	91.4
"15.01.2016 22:40:00"	987.47	-0.31	90.9
"16.01.2016 00:40:00"	989.51	-1.02	92.4
"16.01.2016 02:40:00"	990.73	-0.93	90.3
"16.01.2016 04:40:00"	991.52	-1	90.9
"16.01.2016 06:40:00"	991.86	-1.17	90.7
"16.01.2016 08:40:00"	992.71	-1.16	89.2
"16.01.2016 10:40:00"	992.66	-0.34	82.1
"16.01.2016 12:40:00"	991.98	0.35	77.3
"16.01.2016 14:40:00"	990.42	0.93	67.86
"16.01.2016 16:40:00"	989.37	0.53	73.3
"16.01.2016 18:40:00"	988.63	-0.72	81
"16.01.2016 20:40:00"	988.4	-0.93	88.5
"16.01.2016 22:40:00"	989.35	-0.89	89.5
"17.01.2016 00:40:00"	990.68	-1.04	85.1
"17.01.2016 02:40:00"	991.5	-1.62	82.8
"17.01.2016 04:40:00"	991.18	-2.23	83.4
"17.01.2016 06:40:00"	991.33	-2.64	90.9
"17.01.2016 08:40:00"	992.11	-2.19	89.9
"17.01.2016 10:40:00"	993.49	-1.63	86.2
"17.01.2016 12:40:00"	994.64	-2.25	81.5
"17.01.2016 14:40:00"	995.31	-1.85	82.2
"17.01.2016 16:40:00"	996.22	-2.14	88.9
"17.01.2016 18:40:00"	997.3	-2.2	89.3
"17.01.2016 20:40:00"	997.86	-2.73	88.8
"17.01.2016 22:40:00"	998.25	-3.07	89.1
"18.01.2016 00:40:00"	998.08	-3.32	89
"18.01.2016 02:40:00"	997.82	-3.6	87.6
"18.01.2016 04:40:00"	996.96	-3.82	86.9
"18.01.2016 06:40:00"	996.75	-5.68	89.4
"18.01.2016 08:40:00"	996.73	-6.05	87.5
"18.01.2016 10:40:00"	996.16	-3.43	78.6
"18.01.2016 12:40:00"	994.51	-2.65	64.69
"18.01.2016 14:40:00"	993.23	-2.59	65.33
"18.01.2016 16:40:00"	992.62	-4.15	68.27
"18.01.2016 18:40:00"	992.59	-6.31	79.9
"18.01.2016 20:40:00"	992.46	-7.59	84.4
"18.01.2016 22:40:00"	992.24	-9	89.8
"19.01.2016 00:40:00"	991.79	-9.35	89.6
"19.01.2016 02:40:00"	990.89	-9.89	90.3
"19.01.2016 04:40:00"	990.05	-10.95	89.6
"19.01.2016 06:40:00"	990.06	-11.32	89.6
"19.01.2016 08:40:00"	990.62	-12.22	88
"19.01.2016 10:40:00"	990.31	-9.76	82.4
"19.01.2016 12:40:00"	989.55	-4.48	72.1
"19.01.2016 14:40:00"	988.49	-1.88	65.18
"19.01.2016 16:40:00"	988.15	-3.46	67.59
"19.01.2016 18:40:00"	988.45	-6.21	78.8
"19.01.2016 20:40:00"	988.12	-7.74	84.9
"19.01.2016 22:40:00"	988.19	-7.99	81.8
"20.01.2016 00:40:00"	988.14	-6.88	78.6
"20.01.2016 02:40:00"	988.09	-6.08	75
"20.01.2016 04:40:00"	987.91	-4.87	77
"20.01.2016 06:40:00"	988.14	-3.42	79.9
"20.01.2016 08:40:00"	988.41	-3.6	83.7
"20.01.2016 10:40:00"	989.14	-1.84	81.3
"20.01.2016 12:40:00"	988.8	0.01	76.4
"20.01.2016 14:40:00"	988.64	-0.79	86.1
"20.01.2016 16:40:00"	988.96	-0.94	84.3
"20.01.2016 18:40:00"	989.81	-1.07	83.9
"20.01.2016 20:40:00"	990.9	-1	85.1
"20.01.2016 22:40:00"	991.93	-0.94	86.5
"21.01.2016 00:40:00"	993.35	-1.98	92.2
"21.01.2016 02:40:00"	994.65	-1.85	90.7
"21.01.2016 04:40:00"	996.07	-3.33	91.1
"21.01.2016 06:40:00"	997.62	-3.57	92.2
"21.01.2016 08:40:00"	999.27	-3.9	92.6
"21.01.2016 10:40:00"	1000.55	-3.21	86
"21.01.2016 12:40:00"	1001.07	-0.92	68.47
"21.01.2016 14:40:00"	1000.93	-0.5	64.75
"21.01.2016 16:40:00"	1001.23	-2.58	75
"21.01.2016 18:40:00"	1002.32	-4.76	84
"21.01.2016 20:40:00"	1003.41	-6.98	89.9
"21.01.2016 22:40:00"	1003.73	-8.95	92.1
"22.01.2016 00:40:00"	1003.91	-10.46	92.1
"22.01.2016 02:40:00"	1004.06	-12.06	89.9
"22.01.2016 04:40:00"	1004.2	-12.2	90.4
"22.01.2016 06:40:00"	1004.15	-13.65	87.9
"22.01.2016 08:40:00"	1004.95	-13.62	87.6
"22.01.2016 10:40:00"	1004.77	-10.2	81.7
"22.01.2016 12:40:00"	1003.68	-4.38	71
"22.01.2016 14:40:00"	1002.37	-1.47	61.73
"22.01.2016 16:40:00"	1001.42	-2.67	64.84
"22.01.2016 18:40:00"	1001.05	-4.33	67.92
"22.01.2016 20:40:00"	999.99	-4.72	64.82
"22.01.2016 22:40:00"	999.46	-3.65	65.68
"23.01.2016 00:40:00"	998.74	-3.06	65.81
"23.01.2016 02:40:00"	997.59	-3.47	71.9
"23.01.2016 04:40:00"	996.99	-2.66	89.6
"23.01.2016 06:40:00"	997.65	-2.21	95.8
"23.01.2016 08:40:00"	999.13	-1.29	94.2
"23.01.2016 10:40:00"	1000.83	3.44	91.5
"23.01.2016 12:40:00"	1002.26	4.42	87.4
"23.01.2016 14:40:00"	1002.77	5.85	80.8
"23.01.2016 16:40:00"	1004.66	5.12	81.7
"23.01.2016 18:40:00"	1006.26	4.16	86.2
"23.01.2016 20:40:00"	1006.71	4.06	86
"23.01.2016 22:40:00"	1007.06	3.81	86.7
"24.01.2016 00:40:00"	1007.33	3.27	87.4
"24.01.2016 02:40:00"	1007.32	2.28	89.4
"24.01.2016 04:40:00"	1006.51	1.73	91.5
"24.01.2016 06:40:00"	1005.67	0.92	93.8
"24.01.2016 08:40:00"	1005.82	0.97	93
"24.01.2016 10:40:00"	1005.78	1.16	92.4
"24.01.2016 12:40:00"	1004.62	4.48	80.7
"24.01.2016 14:40:00"	1003.77	6.3	72.1
"24.01.2016 16:40:00"	1003.06	4.61	84.8
"24.01.2016 18:40:00"	1002.76	4.67	80.4
"24.01.2016 20:40:00"	1002.46	3.54	87.2
"24.01.2016 22:40:00"	1002.26	3.27	92.4
"25.01.2016 00:40:00"	1001.36	2.96	96.8
"25.01.2016 02:40:00"	1000.46	3.59	97.8
"25.01.2016 04:40:00"	1000.56	4.4	97.2
"25.01.2016 06:40:00"	1000.92	4.57	96.7
"25.01.2016 08:40:00"	1000.91	5.45	96.5
"25.01.2016 10:40:00"	1001.13	6.02	94.9
"25.01.2016 12:40:00"	1000.87	8.83	87.7
"25.01.2016 14:40:00"	999.94	9.92	85.4
"25.01.2016 16:40:00"	999.68	10.38	85.2
"25.01.2016 18:40:00"	999.29	8.1	87.8
"25.01.2016 20:40:00"	999.15	5.41	94.8
"25.01.2016 22:40:00"	998.37	4.27	96.3
"26.01.2016 00:40:00"	998.34	5.53	86.3
"26.01.2016 02:40:00"	998.97	6.31	82.4
"26.01.2016 04:40:00"	997.99	6.01	84
"26.01.2016 06:40:00"	998.07	6.05	84.6
"26.01.2016 08:40:00"	998.81	5.02	90.4
"26.01.2016 10:40:00"	998.59	6.81	85.8
"26.01.2016 12:40:00"	996.96	10.15	78
"26.01.2016 14:40:00"	996.1	11.93	75.1
"26.01.2016 16:40:00"	995.09	10.96	74.2
"26.01.2016 18:40:00"	995.1	9.79	78
"26.01.2016 20:40:00"	993.98	10.03	73.1
"26.01.2016 22:40:00"	993.37	10.02	73.4
"27.01.2016 00:40:00"	992.81	9.46	69.49
"27.01.2016 02:40:00"	992.32	9.34	66.16
"27.01.2016 04:40:00"	992.02	9.26	71.7
"27.01.2016 06:40:00"	991.53	9.47	71
"27.01.2016 08:40:00"	991.83	9.28	69.89
"27.01.2016 10:40:00"	991.4	10.67	64.4
"27.01.2016 12:40:00"	991.2	11.76	56.18
"27.01.2016 14:40:00"	989.88	11.53	53.75
"27.01.2016 16:40:00"	989.75	12.08	52.71
"27.01.2016 18:40:00"	989.07	11.94	53.58
"27.01.2016 20:40:00"	988.61	12.07	52.47
"27.01.2016 22:40:00"	988.24	11.84	55.74
"28.01.2016 00:40:00"	987.58	11.95	55.63
"28.01.2016 02:40:00"	986.9	11.59	58.4
"28.01.2016 04:40:00"	986.91	11.47	64.73
"28.01.2016 06:40:00"	988.73	10.69	72.7
"28.01.2016 08:40:00"	992.42	6.7	86.1
"28.01.2016 10:40:00"	995.07	6.98	78.4
"28.01.2016 12:40:00"	996.78	8.2	63.76
"28.01.2016 14:40:00"	997.28	8.14	59.43
"28.01.2016 16:40:00"	998.64	6.72	59.83
"28.01.2016 18:40:00"	999.41	4.85	65.3
"28.01.2016 20:40:00"	999.85	2.15	75.5
"28.01.2016 22:40:00"	999.74	1.37	81.3
"29.01.2016 00:40:00"	999.25	0.56	87.1
"29.01.2016 02:40:00"	999.17	-0.32	89.7
"29.01.2016 04:40:00"	998.58	-0.98	91.4
"29.01.2016 06:40:00"	998.77	-0.24	89.6
"29.01.2016 08:40:00"	998.79	1.6	82.7
"29.01.2016 10:40:00"	998.35	5.5	60.25
"29.01.2016 12:40:00"	998.06	7.34	58.95
"29.01.2016 14:40:00"	996.48	8.7	55.05
"29.01.2016 16:40:00"	996.26	8.27	56.49
"29.01.2016 18:40:00"	996.09	7.96	56.07
"29.01.2016 20:40:00"	996.84	7.37	61.15
"29.01.2016 22:40:00"	996.33	6.86	66.95
"30.01.2016 00:40:00"	995.57	6.67	70.7
"30.01.2016 02:40:00"	994.26	6.65	74.1
"30.01.2016 04:40:00"	992.76	7.04	73.2
"30.01.2016 06:40:00"	990.74	7	74.4
"30.01.2016 08:40:00"	989.39	7.21	73.5
"30.01.2016 10:40:00"	987.5	7.82	69.09
"30.01.2016 12:40:00"	985.32	7.98	67.69
"30.01.2016 14:40:00"	982.85	7.35	68.83
"30.01.2016 16:40:00"	980.37	7.56	68.44
"30.01.2016 18:40:00"	979.5	6.81	76
"30.01.2016 20:40:00"	980.09	5.52	83.9
"30.01.2016 22:40:00"	979.81	4.62	88.9
"31.01.2016 00:40:00"	982.14	1.09	91.5
"31.01.2016 02:40:00"	983.21	1.43	84.1
"31.01.2016 04:40:00"	983.45	1.14	80.9
"31.01.2016 06:40:00"	984.44	1.65	79.5
"31.01.2016 08:40:00"	984.67	1.52	78.9
"31.01.2016 10:40:00"	984.83	3.06	75
"31.01.2016 12:40:00"	984.51	4.43	69.24
"31.01.2016 14:40:00"	983.86	5.52	63.89
"31.01.2016 16:40:00"	983.8	4.2	77.4
"31.01.2016 18:40:00"	983.32	4.38	78.2
"31.01.2016 20:40:00"	982.2	5.14	80.6
"31.01.2016 22:40:00"	980.68	4.73	87.1
"01.02.2016 00:40:00"	981.37	5.7	88.4
"01.02.2016 02:40:00"	982.33	8.82	89.8
"01.02.2016 04:40:00"	984.04	9.39	90.9
"01.02.2016 06:40:00"	985.2	9.31	96.5
"01.02.2016 08:40:00"	986.83	10.82	90.5
